V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -22.2776,         1.6103,         0.6770,         0.0195,         0.5471,         8.0704,         0.6141,         0.3710,         1.6103,  1495,
       -22.2761,         1.6097,         0.6776,         0.0195,         0.5470,         8.0660,         0.6136,         0.3710,         1.6097,  1495,
       -22.2747,         1.6090,         0.6783,         0.0195,         0.5469,         8.0616,         0.6130,         0.3710,         1.6090,  1495,
       -22.2732,         1.6084,         0.6789,         0.0195,         0.5468,         8.0572,         0.6125,         0.3710,         1.6084,  1495,
       -22.2718,         1.6077,         0.6796,         0.0195,         0.5468,         8.0528,         0.6120,         0.3710,         1.6077,  1495,
       -22.2703,         1.6071,         0.6614,         0.0195,         0.5467,         8.0485,         0.6114,         0.3710,         1.6071,  1495,
       -22.2689,         1.6065,         0.6621,         0.0195,         0.5466,         8.0443,         0.6109,         0.3706,         1.6065,  1496,
       -22.2674,         1.6059,         0.6627,         0.0195,         0.5465,         8.0401,         0.6103,         0.3706,         1.6059,  1496,
       -22.2659,         1.6052,         0.6633,         0.0195,         0.5465,         8.0359,         0.6098,         0.3706,         1.6052,  1496,
       -22.2645,         1.6046,         0.6639,         0.0195,         0.5464,         8.0317,         0.6093,         0.3690,         1.6046,  1501,
       -22.2630,         1.6040,         0.6645,         0.0195,         0.5463,         8.0275,         0.6087,         0.3690,         1.6040,  1501,
       -22.2616,         1.6034,         0.6652,         0.0195,         0.5462,         8.0233,         0.6082,         0.3690,         1.6034,  1501,
       -22.2601,         1.6028,         0.6658,         0.0195,         0.5462,         8.0190,         0.6076,         0.3690,         1.6028,  1501,
       -22.2586,         1.6021,         0.6664,         0.0195,         0.5461,         8.0148,         0.6071,         0.3690,         1.6021,  1501,
       -22.2572,         1.6015,         0.6670,         0.0195,         0.5460,         8.0106,         0.6066,         0.3690,         1.6015,  1501,
       -22.2557,         1.6009,         0.6677,         0.0195,         0.5459,         8.0063,         0.6060,         0.3687,         1.6009,  1502,
       -22.2543,         1.6002,         0.6683,         0.0195,         0.5459,         8.0021,         0.6055,         0.3687,         1.6002,  1502,
       -22.2528,         1.5996,         0.6689,         0.0195,         0.5458,         7.9978,         0.6050,         0.3687,         1.5996,  1502,
       -22.2514,         1.5990,         0.6696,         0.0195,         0.5457,         7.9935,         0.6044,         0.3687,         1.5990,  1502,
       -22.2499,         1.5984,         0.6702,         0.0195,         0.5456,         7.9892,         0.6039,         0.3687,         1.5984,  1502,
       -22.2484,         1.5977,         0.6708,         0.0195,         0.5456,         7.9850,         0.6033,         0.3687,         1.5977,  1502,
       -22.2470,         1.5971,         0.6715,         0.0195,         0.5455,         7.9807,         0.6028,         0.3687,         1.5971,  1502,
       -22.2455,         1.5964,         0.6721,         0.0195,         0.5454,         7.9764,         0.6023,         0.3684,         1.5964,  1503,
       -22.2441,         1.5958,         0.6727,         0.0195,         0.5453,         7.9720,         0.6017,         0.3684,         1.5958,  1503,
       -22.2426,         1.5952,         0.6734,         0.0195,         0.5452,         7.9677,         0.6012,         0.3684,         1.5952,  1503,
       -22.2412,         1.5945,         0.6679,         0.0195,         0.5452,         7.9634,         0.6007,         0.3684,         1.5945,  1503,
       -22.2397,         1.5939,         0.6686,         0.0195,         0.5451,         7.9592,         0.6001,         0.3684,         1.5939,  1503,
       -22.2382,         1.5933,         0.6692,         0.0195,         0.5450,         7.9549,         0.5996,         0.3684,         1.5933,  1503,
       -22.2368,         1.5926,         0.6698,         0.0195,         0.5449,         7.9506,         0.5990,         0.3680,         1.5926,  1504,
       -22.2353,         1.5920,         0.6705,         0.0195,         0.5449,         7.9464,         0.5985,         0.3680,         1.5920,  1504,
       -22.2339,         1.5914,         0.6711,         0.0195,         0.5448,         7.9421,         0.5980,         0.3680,         1.5914,  1504,
       -22.2324,         1.5907,         0.6717,         0.0195,         0.5447,         7.9378,         0.5974,         0.3680,         1.5907,  1504,
       -22.2310,         1.5901,         0.6724,         0.0195,         0.5446,         7.9335,         0.5969,         0.3680,         1.5901,  1504,
       -22.2295,         1.5895,         0.6697,         0.0195,         0.5446,         7.9292,         0.5964,         0.3680,         1.5895,  1504,
       -22.2280,         1.5888,         0.6703,         0.0195,         0.5445,         7.9249,         0.5958,         0.3677,         1.5888,  1505,
       -22.2266,         1.5882,         0.6709,         0.0195,         0.5444,         7.9206,         0.5953,         0.3677,         1.5882,  1505,
       -22.2251,         1.5876,         0.6716,         0.0195,         0.5443,         7.9163,         0.5948,         0.3677,         1.5876,  1505,
       -22.2237,         1.5869,         0.6722,         0.0195,         0.5442,         7.9120,         0.5942,         0.3677,         1.5869,  1505,
       -22.2222,         1.5863,         0.6729,         0.0195,         0.5442,         7.9077,         0.5937,         0.3677,         1.5863,  1505,
       -22.2208,         1.5857,         0.6735,         0.0195,         0.5441,         7.9034,         0.5931,         0.3677,         1.5857,  1505,
       -22.2193,         1.5850,         0.6741,         0.0195,         0.5440,         7.8991,         0.5926,         0.3677,         1.5850,  1505,
       -22.2178,         1.5844,         0.6748,         0.0195,         0.5439,         7.8948,         0.5921,         0.3674,         1.5844,  1506,
       -22.2164,         1.5837,         0.6754,         0.0195,         0.5439,         7.8904,         0.5915,         0.3674,         1.5837,  1506,
       -22.2149,         1.5831,         0.6761,         0.0195,         0.5438,         7.8861,         0.5910,         0.3674,         1.5831,  1506,
       -22.2135,         1.5824,         0.6767,         0.0195,         0.5437,         7.8817,         0.5905,         0.3674,         1.5824,  1506,
       -22.2120,         1.5818,         0.6740,         0.0195,         0.5436,         7.8774,         0.5899,         0.3674,         1.5818,  1506,
       -22.2106,         1.5812,         0.6746,         0.0195,         0.5435,         7.8731,         0.5894,         0.3674,         1.5812,  1506,
       -22.2091,         1.5805,         0.6753,         0.0195,         0.5435,         7.8687,         0.5889,         0.3670,         1.5805,  1507,
       -22.2076,         1.5799,         0.6759,         0.0195,         0.5434,         7.8644,         0.5883,         0.3670,         1.5799,  1507,
       -22.2062,         1.5792,         0.6766,         0.0195,         0.5433,         7.8600,         0.5878,         0.3670,         1.5792,  1507,
       -22.2047,         1.5786,         0.6772,         0.0195,         0.5432,         7.8557,         0.5873,         0.3670,         1.5786,  1507,
       -22.2033,         1.5779,         0.6778,         0.0195,         0.5431,         7.8513,         0.5867,         0.3670,         1.5779,  1507,
       -22.2018,         1.5773,         0.6785,         0.0195,         0.5431,         7.8469,         0.5862,         0.3670,         1.5773,  1507,
       -22.2004,         1.5766,         0.6791,         0.0195,         0.5430,         7.8426,         0.5857,         0.3670,         1.5766,  1507,
       -22.1989,         1.5760,         0.6798,         0.0195,         0.5429,         7.8382,         0.5851,         0.3667,         1.5760,  1508,
       -22.1974,         1.5753,         0.6804,         0.0195,         0.5428,         7.8338,         0.5846,         0.3667,         1.5753,  1508,
       -22.1960,         1.5747,         0.6777,         0.0195,         0.5427,         7.8294,         0.5841,         0.3667,         1.5747,  1508,
       -22.1945,         1.5740,         0.6783,         0.0195,         0.5427,         7.8250,         0.5835,         0.3667,         1.5740,  1508,
       -22.1931,         1.5734,         0.6790,         0.0195,         0.5426,         7.8206,         0.5830,         0.3667,         1.5734,  1508,
       -22.1916,         1.5727,         0.6796,         0.0195,         0.5425,         7.8162,         0.5824,         0.3667,         1.5727,  1508,
       -22.1902,         1.5721,         0.6803,         0.0195,         0.5424,         7.8118,         0.5819,         0.3664,         1.5721,  1509,
       -22.1887,         1.5714,         0.6810,         0.0195,         0.5423,         7.8074,         0.5814,         0.3664,         1.5714,  1509,
       -22.1872,         1.5708,         0.6816,         0.0195,         0.5423,         7.8030,         0.5808,         0.3664,         1.5708,  1509,
       -22.1858,         1.5701,         0.6823,         0.0195,         0.5422,         7.7986,         0.5803,         0.3664,         1.5701,  1509,
       -22.1843,         1.5695,         0.6829,         0.0195,         0.5421,         7.7942,         0.5798,         0.3664,         1.5695,  1509,
       -22.1829,         1.5688,         0.6836,         0.0195,         0.5420,         7.7897,         0.5792,         0.3664,         1.5688,  1509,
       -22.1814,         1.5682,         0.6842,         0.0195,         0.5419,         7.7853,         0.5787,         0.3653,         1.5682,  1512,
       -22.1800,         1.5675,         0.6849,         0.0195,         0.5419,         7.7808,         0.5782,         0.3653,         1.5675,  1512,
       -22.1785,         1.5668,         0.6821,         0.0195,         0.5418,         7.7764,         0.5776,         0.3653,         1.5668,  1512,
       -22.1770,         1.5662,         0.6828,         0.0195,         0.5417,         7.7720,         0.5771,         0.3653,         1.5662,  1512,
       -22.1756,         1.5655,         0.6834,         0.0195,         0.5416,         7.7675,         0.5766,         0.3653,         1.5655,  1512,
       -22.1741,         1.5649,         0.6841,         0.0195,         0.5415,         7.7631,         0.5760,         0.3650,         1.5649,  1513,
       -22.1727,         1.5642,         0.6847,         0.0195,         0.5414,         7.7586,         0.5755,         0.3650,         1.5642,  1513,
       -22.1712,         1.5635,         0.6854,         0.0195,         0.5414,         7.7542,         0.5750,         0.3650,         1.5635,  1513,
       -22.1698,         1.5629,         0.6861,         0.0195,         0.5413,         7.7497,         0.5745,         0.3650,         1.5629,  1513,
       -22.1683,         1.5622,         0.6867,         0.0195,         0.5412,         7.7453,         0.5739,         0.3650,         1.5622,  1513,
       -22.1668,         1.5616,         0.6874,         0.0195,         0.5411,         7.7408,         0.5734,         0.3650,         1.5616,  1513,
       -22.1654,         1.5609,         0.6881,         0.0195,         0.5410,         7.7363,         0.5729,         0.3643,         1.5609,  1515,
       -22.1639,         1.5602,         0.6887,         0.0195,         0.5409,         7.7318,         0.5723,         0.3643,         1.5602,  1515,
       -22.1625,         1.5596,         0.6859,         0.0195,         0.5409,         7.7273,         0.5718,         0.3643,         1.5596,  1515,
       -22.1610,         1.5589,         0.6866,         0.0195,         0.5408,         7.7228,         0.5713,         0.3643,         1.5589,  1515,
       -22.1596,         1.5582,         0.6872,         0.0195,         0.5407,         7.7183,         0.5707,         0.3643,         1.5582,  1515,
       -22.1581,         1.5576,         0.6879,         0.0195,         0.5406,         7.7138,         0.5702,         0.3643,         1.5576,  1515,
       -22.1566,         1.5569,         0.6886,         0.0195,         0.5405,         7.7093,         0.5697,         0.3640,         1.5569,  1516,
       -22.1552,         1.5562,         0.6863,         0.0195,         0.5404,         7.7049,         0.5691,         0.3640,         1.5562,  1516,
       -22.1537,         1.5556,         0.6870,         0.0195,         0.5404,         7.7004,         0.5686,         0.3640,         1.5556,  1516,
       -22.1523,         1.5549,         0.6831,         0.0195,         0.5403,         7.6959,         0.5681,         0.3640,         1.5549,  1516,
       -22.1508,         1.5542,         0.6837,         0.0195,         0.5402,         7.6915,         0.5676,         0.3640,         1.5542,  1516,
       -22.1494,         1.5536,         0.6844,         0.0195,         0.5401,         7.6871,         0.5670,         0.3640,         1.5536,  1516,
       -22.1479,         1.5529,         0.6850,         0.0195,         0.5400,         7.6826,         0.5665,         0.3633,         1.5529,  1518,
       -22.1464,         1.5523,         0.6857,         0.0195,         0.5400,         7.6782,         0.5660,         0.3633,         1.5523,  1518,
       -22.1450,         1.5516,         0.6864,         0.0195,         0.5399,         7.6737,         0.5654,         0.3630,         1.5516,  1519,
       -22.1435,         1.5509,         0.6870,         0.0195,         0.5398,         7.6692,         0.5649,         0.3630,         1.5509,  1519,
       -22.1421,         1.5503,         0.6877,         0.0195,         0.5397,         7.6647,         0.5644,         0.3630,         1.5503,  1519,
       -22.1406,         1.5496,         0.6884,         0.0195,         0.5396,         7.6602,         0.5638,         0.3630,         1.5496,  1519,
       -22.1392,         1.5489,         0.6890,         0.0195,         0.5395,         7.6557,         0.5633,         0.3630,         1.5489,  1519,
       -22.1377,         1.5483,         0.6897,         0.0195,         0.5394,         7.6512,         0.5628,         0.3630,         1.5483,  1519,
       -22.1362,         1.5476,         0.6904,         0.0195,         0.5394,         7.6467,         0.5623,         0.3626,         1.5476,  1520,
       -22.1348,         1.5469,         0.6887,         0.0195,         0.5393,         7.6422,         0.5617,         0.3626,         1.5469,  1520,
       -22.1333,         1.5463,         0.6894,         0.0195,         0.5392,         7.6377,         0.5612,         0.3626,         1.5463,  1520,
       -22.1319,         1.5456,         0.6900,         0.0195,         0.5391,         7.6332,         0.5607,         0.3626,         1.5456,  1520,
       -22.1304,         1.5449,         0.6907,         0.0195,         0.5390,         7.6287,         0.5601,         0.3626,         1.5449,  1520,
       -22.1290,         1.5442,         0.6914,         0.0195,         0.5389,         7.6242,         0.5596,         0.3626,         1.5442,  1520,
       -22.1275,         1.5436,         0.6921,         0.0195,         0.5389,         7.6196,         0.5591,         0.3623,         1.5436,  1521,
       -22.1260,         1.5429,         0.6927,         0.0195,         0.5388,         7.6151,         0.5586,         0.3623,         1.5429,  1521,
       -22.1246,         1.5422,         0.6934,         0.0195,         0.5387,         7.6105,         0.5580,         0.3623,         1.5422,  1521,
       -22.1231,         1.5415,         0.6941,         0.0195,         0.5386,         7.6060,         0.5575,         0.3623,         1.5415,  1521,
       -22.1217,         1.5409,         0.6948,         0.0195,         0.5385,         7.6014,         0.5570,         0.3623,         1.5409,  1521,
       -22.1202,         1.5402,         0.6954,         0.0195,         0.5384,         7.5968,         0.5565,         0.3623,         1.5402,  1521,
       -22.1188,         1.5395,         0.6961,         0.0195,         0.5383,         7.5922,         0.5559,         0.3619,         1.5395,  1522,
       -22.1173,         1.5388,         0.6968,         0.0195,         0.5383,         7.5877,         0.5554,         0.3619,         1.5388,  1522,
       -22.1158,         1.5381,         0.6975,         0.0195,         0.5382,         7.5831,         0.5549,         0.3619,         1.5381,  1522,
       -22.1144,         1.5374,         0.6982,         0.0195,         0.5381,         7.5784,         0.5543,         0.3619,         1.5374,  1522,
       -22.1129,         1.5367,         0.6989,         0.0195,         0.5380,         7.5738,         0.5538,         0.3619,         1.5367,  1522,
       -22.1115,         1.5361,         0.6996,         0.0195,         0.5379,         7.5692,         0.5533,         0.3619,         1.5361,  1522,
       -22.1100,         1.5354,         0.6967,         0.0195,         0.5378,         7.5646,         0.5528,         0.3619,         1.5354,  1522,
       -22.1086,         1.5347,         0.6973,         0.0195,         0.5377,         7.5600,         0.5522,         0.3616,         1.5347,  1523,
       -22.1071,         1.5340,         0.6980,         0.0195,         0.5376,         7.5554,         0.5517,         0.3616,         1.5340,  1523,
       -22.1056,         1.5333,         0.6987,         0.0195,         0.5376,         7.5507,         0.5512,         0.3616,         1.5333,  1523,
       -22.1042,         1.5326,         0.6994,         0.0195,         0.5375,         7.5461,         0.5506,         0.3616,         1.5326,  1523,
       -22.1027,         1.5319,         0.7001,         0.0195,         0.5374,         7.5415,         0.5501,         0.3616,         1.5319,  1523,
       -22.1013,         1.5313,         0.6907,         0.0195,         0.5373,         7.5369,         0.5496,         0.3616,         1.5313,  1523,
       -22.0998,         1.5306,         0.6913,         0.0195,         0.5372,         7.5324,         0.5491,         0.3613,         1.5306,  1524,
       -22.0984,         1.5299,         0.6920,         0.0195,         0.5371,         7.5279,         0.5485,         0.3613,         1.5299,  1524,
       -22.0969,         1.5293,         0.6721,         0.0195,         0.5370,         7.5235,         0.5480,         0.3613,         1.5293,  1524,
       -22.0954,         1.5286,         0.6727,         0.0195,         0.5370,         7.5192,         0.5475,         0.3613,         1.5286,  1524,
       -22.0940,         1.5280,         0.6733,         0.0195,         0.5369,         7.5149,         0.5470,         0.3613,         1.5280,  1524,
       -22.0925,         1.5273,         0.6740,         0.0195,         0.5368,         7.5106,         0.5464,         0.3613,         1.5273,  1524,
       -22.0911,         1.5267,         0.6746,         0.0195,         0.5367,         7.5063,         0.5459,         0.3609,         1.5267,  1525,
       -22.0896,         1.5261,         0.6753,         0.0195,         0.5366,         7.5020,         0.5454,         0.3609,         1.5261,  1525,
       -22.0882,         1.5254,         0.6759,         0.0195,         0.5365,         7.4977,         0.5449,         0.3609,         1.5254,  1525,
       -22.0867,         1.5248,         0.6765,         0.0195,         0.5365,         7.4934,         0.5443,         0.3609,         1.5248,  1525,
       -22.0852,         1.5241,         0.6772,         0.0195,         0.5364,         7.4890,         0.5438,         0.3609,         1.5241,  1525,
       -22.0838,         1.5235,         0.6778,         0.0195,         0.5363,         7.4847,         0.5433,         0.3609,         1.5235,  1525,
       -22.0823,         1.5228,         0.6785,         0.0195,         0.5362,         7.4804,         0.5428,         0.3606,         1.5228,  1526,
       -22.0809,         1.5222,         0.6791,         0.0195,         0.5361,         7.4760,         0.5422,         0.3606,         1.5222,  1526,
       -22.0794,         1.5215,         0.6798,         0.0195,         0.5360,         7.4716,         0.5417,         0.3606,         1.5215,  1526,
       -22.0780,         1.5209,         0.6804,         0.0195,         0.5360,         7.4673,         0.5412,         0.3606,         1.5209,  1526,
       -22.0765,         1.5202,         0.6811,         0.0195,         0.5359,         7.4629,         0.5407,         0.3606,         1.5202,  1526,
       -22.0750,         1.5196,         0.6817,         0.0195,         0.5358,         7.4585,         0.5401,         0.3606,         1.5196,  1526,
       -22.0736,         1.5189,         0.6824,         0.0195,         0.5357,         7.4541,         0.5396,         0.3606,         1.5189,  1526,
       -22.0721,         1.5183,         0.6831,         0.0195,         0.5356,         7.4497,         0.5391,         0.3602,         1.5183,  1527,
       -22.0707,         1.5176,         0.6837,         0.0195,         0.5355,         7.4453,         0.5386,         0.3602,         1.5176,  1527,
       -22.0692,         1.5169,         0.6844,         0.0195,         0.5355,         7.4409,         0.5380,         0.3602,         1.5169,  1527,
       -22.0678,         1.5163,         0.6850,         0.0195,         0.5354,         7.4364,         0.5375,         0.3602,         1.5163,  1527,
       -22.0663,         1.5156,         0.6857,         0.0195,         0.5353,         7.4320,         0.5370,         0.3602,         1.5156,  1527,
       -22.0648,         1.5150,         0.6864,         0.0195,         0.5352,         7.4276,         0.5365,         0.3602,         1.5150,  1527,
       -22.0634,         1.5143,         0.6870,         0.0195,         0.5351,         7.4231,         0.5359,         0.3599,         1.5143,  1528,
       -22.0619,         1.5136,         0.6877,         0.0195,         0.5350,         7.4186,         0.5354,         0.3599,         1.5136,  1528,
       -22.0605,         1.5130,         0.6884,         0.0195,         0.5349,         7.4142,         0.5349,         0.3599,         1.5130,  1528,
       -22.0590,         1.5123,         0.6890,         0.0195,         0.5348,         7.4097,         0.5344,         0.3599,         1.5123,  1528,
       -22.0576,         1.5116,         0.6897,         0.0195,         0.5348,         7.4052,         0.5338,         0.3599,         1.5116,  1528,
       -22.0561,         1.5109,         0.6904,         0.0195,         0.5347,         7.4007,         0.5333,         0.3599,         1.5109,  1528,
       -22.0546,         1.5103,         0.6910,         0.0195,         0.5346,         7.3962,         0.5328,         0.3595,         1.5103,  1529,
       -22.0532,         1.5096,         0.6917,         0.0195,         0.5345,         7.3917,         0.5323,         0.3595,         1.5096,  1529,
       -22.0517,         1.5089,         0.6924,         0.0195,         0.5344,         7.3872,         0.5317,         0.3595,         1.5089,  1529,
       -22.0503,         1.5082,         0.6931,         0.0195,         0.5343,         7.3826,         0.5312,         0.3595,         1.5082,  1529,
       -22.0488,         1.5076,         0.6937,         0.0195,         0.5342,         7.3781,         0.5307,         0.3595,         1.5076,  1529,
       -22.0474,         1.5069,         0.6915,         0.0195,         0.5341,         7.3736,         0.5302,         0.3595,         1.5069,  1529,
       -22.0459,         1.5062,         0.6921,         0.0195,         0.5341,         7.3691,         0.5296,         0.3588,         1.5062,  1531,
       -22.0444,         1.5055,         0.6928,         0.0195,         0.5340,         7.3645,         0.5291,         0.3588,         1.5055,  1531,
       -22.0430,         1.5049,         0.6935,         0.0195,         0.5339,         7.3600,         0.5286,         0.3588,         1.5049,  1531,
       -22.0415,         1.5042,         0.6942,         0.0195,         0.5338,         7.3555,         0.5281,         0.3588,         1.5042,  1531,
       -22.0401,         1.5035,         0.6948,         0.0195,         0.5337,         7.3509,         0.5275,         0.3588,         1.5035,  1531,
       -22.0386,         1.5028,         0.6955,         0.0195,         0.5336,         7.3464,         0.5270,         0.3588,         1.5028,  1531,
       -22.0371,         1.5021,         0.6962,         0.0195,         0.5335,         7.3418,         0.5265,         0.3584,         1.5021,  1532,
       -22.0357,         1.5015,         0.6969,         0.0195,         0.5334,         7.3372,         0.5260,         0.3584,         1.5015,  1532,
       -22.0342,         1.5008,         0.6976,         0.0195,         0.5333,         7.3326,         0.5255,         0.3584,         1.5008,  1532,
       -22.0328,         1.5001,         0.6983,         0.0195,         0.5333,         7.3281,         0.5249,         0.3584,         1.5001,  1532,
       -22.0313,         1.4994,         0.6990,         0.0195,         0.5332,         7.3234,         0.5244,         0.3584,         1.4994,  1532,
       -22.0299,         1.4987,         0.6996,         0.0195,         0.5331,         7.3188,         0.5239,         0.3584,         1.4987,  1532,
       -22.0284,         1.4980,         0.7003,         0.0195,         0.5330,         7.3142,         0.5234,         0.3581,         1.4980,  1533,
       -22.0269,         1.4973,         0.7010,         0.0195,         0.5329,         7.3096,         0.5228,         0.3581,         1.4973,  1533,
       -22.0255,         1.4966,         0.6981,         0.0195,         0.5328,         7.3050,         0.5223,         0.3581,         1.4966,  1533,
       -22.0240,         1.4960,         0.6988,         0.0195,         0.5327,         7.3004,         0.5218,         0.3581,         1.4960,  1533,
       -22.0226,         1.4953,         0.6995,         0.0195,         0.5326,         7.2958,         0.5213,         0.3581,         1.4953,  1533,
       -22.0211,         1.4946,         0.7002,         0.0195,         0.5325,         7.2912,         0.5208,         0.3581,         1.4946,  1533,
       -22.0197,         1.4939,         0.7009,         0.0195,         0.5324,         7.2865,         0.5202,         0.3577,         1.4939,  1534,
       -22.0182,         1.4932,         0.7016,         0.0195,         0.5323,         7.2819,         0.5197,         0.3577,         1.4932,  1534,
       -22.0167,         1.4925,         0.7022,         0.0195,         0.5323,         7.2773,         0.5192,         0.3577,         1.4925,  1534,
       -22.0153,         1.4918,         0.7029,         0.0195,         0.5322,         7.2726,         0.5187,         0.3577,         1.4918,  1534,
       -22.0138,         1.4911,         0.7000,         0.0195,         0.5321,         7.2680,         0.5182,         0.3577,         1.4911,  1534,
       -22.0124,         1.4904,         0.6977,         0.0195,         0.5320,         7.2634,         0.5176,         0.3577,         1.4904,  1534,
       -22.0109,         1.4897,         0.6984,         0.0195,         0.5319,         7.2588,         0.5171,         0.3574,         1.4897,  1535,
       -22.0095,         1.4890,         0.6990,         0.0195,         0.5318,         7.2542,         0.5166,         0.3574,         1.4890,  1535,
       -22.0080,         1.4884,         0.6997,         0.0195,         0.5317,         7.2496,         0.5161,         0.3574,         1.4884,  1535,
       -22.0065,         1.4877,         0.7004,         0.0195,         0.5316,         7.2450,         0.5155,         0.3574,         1.4877,  1535,
       -22.0051,         1.4870,         0.7011,         0.0195,         0.5315,         7.2404,         0.5150,         0.3574,         1.4870,  1535,
       -22.0036,         1.4863,         0.7018,         0.0195,         0.5314,         7.2357,         0.5145,         0.3574,         1.4863,  1535,
       -22.0022,         1.4856,         0.7025,         0.0195,         0.5313,         7.2311,         0.5140,         0.3570,         1.4856,  1536,
       -22.0007,         1.4849,         0.7032,         0.0195,         0.5312,         7.2264,         0.5135,         0.3570,         1.4849,  1536,
       -21.9993,         1.4842,         0.7039,         0.0195,         0.5312,         7.2218,         0.5129,         0.3570,         1.4842,  1536,
       -21.9978,         1.4835,         0.7046,         0.0195,         0.5311,         7.2171,         0.5124,         0.3570,         1.4835,  1536,
       -21.9963,         1.4828,         0.7053,         0.0195,         0.5310,         7.2124,         0.5119,         0.3570,         1.4828,  1536,
       -21.9949,         1.4821,         0.7060,         0.0195,         0.5309,         7.2078,         0.5114,         0.3570,         1.4821,  1536,
       -21.9934,         1.4814,         0.7030,         0.0195,         0.5308,         7.2031,         0.5109,         0.3566,         1.4814,  1537,
       -21.9920,         1.4807,         0.7037,         0.0195,         0.5307,         7.1985,         0.5103,         0.3566,         1.4807,  1537,
       -21.9905,         1.4800,         0.7044,         0.0195,         0.5306,         7.1938,         0.5098,         0.3552,         1.4800,  1541,
       -21.9891,         1.4793,         0.7051,         0.0195,         0.5305,         7.1891,         0.5093,         0.3552,         1.4793,  1541,
       -21.9876,         1.4786,         0.7058,         0.0195,         0.5304,         7.1844,         0.5088,         0.3552,         1.4786,  1541,
       -21.9861,         1.4779,         0.7065,         0.0195,         0.5303,         7.1798,         0.5083,         0.3552,         1.4779,  1541,
       -21.9847,         1.4772,         0.7072,         0.0195,         0.5302,         7.1751,         0.5078,         0.3552,         1.4772,  1541,
       -21.9832,         1.4765,         0.6976,         0.0195,         0.5301,         7.1704,         0.5072,         0.3548,         1.4765,  1542,
       -21.9818,         1.4758,         0.6983,         0.0195,         0.5300,         7.1658,         0.5067,         0.3548,         1.4758,  1542,
       -21.9803,         1.4751,         0.6990,         0.0195,         0.5299,         7.1612,         0.5062,         0.3548,         1.4751,  1542,
       -21.9789,         1.4744,         0.6997,         0.0195,         0.5298,         7.1566,         0.5057,         0.3548,         1.4744,  1542,
       -21.9774,         1.4737,         0.7003,         0.0195,         0.5298,         7.1520,         0.5052,         0.3548,         1.4737,  1542,
       -21.9759,         1.4730,         0.7010,         0.0195,         0.5297,         7.1474,         0.5047,         0.3548,         1.4730,  1542,
       -21.9745,         1.4723,         0.7017,         0.0195,         0.5296,         7.1428,         0.5041,         0.3545,         1.4723,  1543,
       -21.9730,         1.4717,         0.7024,         0.0195,         0.5295,         7.1381,         0.5036,         0.3545,         1.4717,  1543,
       -21.9716,         1.4710,         0.7031,         0.0195,         0.5294,         7.1335,         0.5031,         0.3545,         1.4710,  1543,
       -21.9701,         1.4703,         0.7038,         0.0195,         0.5293,         7.1288,         0.5026,         0.3545,         1.4703,  1543,
       -21.9687,         1.4696,         0.7045,         0.0195,         0.5292,         7.1242,         0.5021,         0.3545,         1.4696,  1543,
       -21.9672,         1.4689,         0.7052,         0.0195,         0.5291,         7.1195,         0.5016,         0.3545,         1.4689,  1543,
       -21.9657,         1.4682,         0.7059,         0.0195,         0.5290,         7.1149,         0.5010,         0.3541,         1.4682,  1544,
       -21.9643,         1.4675,         0.7066,         0.0195,         0.5289,         7.1102,         0.5005,         0.3541,         1.4675,  1544,
       -21.9628,         1.4667,         0.7073,         0.0195,         0.5288,         7.1055,         0.5000,         0.3541,         1.4667,  1544,
       -21.9614,         1.4660,         0.7080,         0.0195,         0.5287,         7.1008,         0.4995,         0.3541,         1.4660,  1544,
       -21.9599,         1.4653,         0.7087,         0.0195,         0.5286,         7.0961,         0.4990,         0.3541,         1.4653,  1544,
       -21.9585,         1.4646,         0.7094,         0.0195,         0.5285,         7.0913,         0.4985,         0.3541,         1.4646,  1544,
       -21.9570,         1.4639,         0.7102,         0.0195,         0.5284,         7.0866,         0.4979,         0.3537,         1.4639,  1545,
       -21.9555,         1.4632,         0.6932,         0.0195,         0.5283,         7.0820,         0.4974,         0.3537,         1.4632,  1545,
       -21.9541,         1.4625,         0.6939,         0.0195,         0.5282,         7.0775,         0.4969,         0.3537,         1.4625,  1545,
       -21.9526,         1.4619,         0.6946,         0.0195,         0.5281,         7.0730,         0.4964,         0.3537,         1.4619,  1545,
       -21.9512,         1.4612,         0.6953,         0.0195,         0.5281,         7.0684,         0.4959,         0.3537,         1.4612,  1545,
       -21.9497,         1.4605,         0.6960,         0.0195,         0.5280,         7.0639,         0.4954,         0.3537,         1.4605,  1545,
       -21.9483,         1.4598,         0.6966,         0.0195,         0.5279,         7.0593,         0.4949,         0.3534,         1.4598,  1546,
       -21.9468,         1.4591,         0.6943,         0.0195,         0.5278,         7.0548,         0.4943,         0.3534,         1.4591,  1546,
       -21.9453,         1.4585,         0.6950,         0.0195,         0.5277,         7.0503,         0.4938,         0.3526,         1.4585,  1548,
       -21.9439,         1.4578,         0.6957,         0.0195,         0.5276,         7.0457,         0.4933,         0.3526,         1.4578,  1548,
       -21.9424,         1.4571,         0.6964,         0.0195,         0.5275,         7.0412,         0.4928,         0.3526,         1.4571,  1548,
       -21.9410,         1.4564,         0.6971,         0.0195,         0.5274,         7.0366,         0.4923,         0.3512,         1.4564,  1552,
